Provincia,Municipio,Localidad,Nombre,Ubicación
SALAMANCA,Ciudad Rodrigo,CIUDAD RODRIGO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CIUDAD RODRIGO
OURENSE,"Carballiño, O",CARBALLIÑO (SAN CIBRAO),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CARBALLIÑO
OURENSE,Coles,COLES (SAN XOÁN),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD COLES
OURENSE,Xinzo de Limia,XINZO DE LIMIA (SANTA MARIÑA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD XINZO DE LIMIA
OURENSE,Ourense,OURENSE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO DE URGENCIAS OURENSE
OURENSE,"Pobra de Trives, A","POBRA DE TRIVES, A (STO. CRISTO DA MISERICORDIA)",PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD POBRA DE TRIVES
VIZCAYA,Ondarroa,ONDARROA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ONDARROA
VIZCAYA,Ortuella,ORTUELLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ORTUELLA
ZAMORA,Benavente,BENAVENTE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BENAVENTE SUR
ZAMORA,Camarzana de Tera,CAMARZANA DE TERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TERA
BURGOS,Huerta de Rey,HUERTA DE REY,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HUERTA DE REY
BURGOS,Lerma,LERMA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LERMA
BURGOS,Medina de Pomar,MEDINA DE POMAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MEDINA DE POMAR
BURGOS,Melgar de Fernamental,MELGAR DE FERNAMENTAL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MELGAR DE FERNAMENTAL
BURGOS,Miranda de Ebro,MIRANDA DE EBRO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MIRANDA ESTE
BARCELONA,Sant Sadurní d'Anoia,SANT SADURNÍ D'ANOIA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANT SADURNÍ D' ANOIA
BURGOS,Oña,OÑA,CENTRO DE GUARDIA (CG),CONSULTORIO LOCAL OÑA
BURGOS,Pampliega,PAMPLIEGA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PAMPLIEGA
BURGOS,Quintanar de la Sierra,QUINTANAR DE LA SIERRA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD QUINTANAR DE LA SIERRA
VALENCIA,Turís,TURÍS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TURÍS
VALENCIA,Vilamarxant,VILAMARXANT,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLAMAEXANT
VALENCIA,Villanueva de Castellón,VILLANUEVA DE CASTELLÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLANUEVA DE CASTELLÓN
VALLADOLID,Alaejos,ALAEJOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALAEJOS
VALLADOLID,Arroyo de la Encomienda,ARROYO DE LA ENCOMIENDA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PISUERGA
VALLADOLID,Ataquines,ATAQUINES,CENTRO DE GUARDIA (CG),CONSULTORIO LOCAL ATAQUINES
VALLADOLID,Cigales,CIGALES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CIGALES
VALLADOLID,Esguevillas de Esgueva,ESGUEVILLAS DE ESGUEVA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ESGUEVILLAS DE ESGUEVA
VALLADOLID,Íscar,ÍSCAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ÍSCAR
VALLADOLID,Laguna de Duero,LAGUNA DE DUERO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LAGUNA DE DUERO
VALLADOLID,Mayorga,MAYORGA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MAYORGA
VALLADOLID,Medina del Campo,MEDINA DEL CAMPO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MEDINA DEL CAMPO URBANO
VALLADOLID,Medina de Rioseco,MEDINA DE RIOSECO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MEDINA DE RIOSECO
VALLADOLID,Mota del Marqués,MOTA DEL MARQUÉS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MOTA DEL MARQUÉS
ALMERÍA,Benahadux,BENAHADUX,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD BENAHADUX
ALMERÍA,Berja,BERJA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD BERJA
ALMERÍA,Carboneras,CARBONERAS,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD CARBONERAS " EL LOMETICO"
ALMERÍA,Chirivel,CHIRIVEL,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL CHIRIVEL
ALMERÍA,Garrucha,GARRUCHA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL GARRUCHA
ALMERÍA,Huércal-Overa,HUÉRCAL - OVERA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD HUÉRCAL - OVERA
ALMERÍA,Láujar de Andarax,LÁUJAR DE ANDARAX,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL LÁUJAR DE ANDARAX
ALMERÍA,Macael,MACAEL,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL MACAEL
ALMERÍA,María,MARÍA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL MARÍA
ALMERÍA,Mojácar,MOJÁCAR PLAYA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL MOJÁCAR PLAYA
TARRAGONA,Reus,REUS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MARIÀ FORTUNY
TARRAGONA,Reus,REUS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LLIBERTAT
TARRAGONA,Reus,REUS,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CENTRO SALUD SANT PERE
TARRAGONA,Tarragona,TARRAGONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANT SALVADOR
TARRAGONA,Tarragona,TARRAGONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANT PERE I SANT PAU
TARRAGONA,Tarragona,TARRAGONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MURALLES
TARRAGONA,Tarragona,TARRAGONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANTA TECLA - LLEVANT
TARRAGONA,Tarragona,TARRAGONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD BONAVISTA
TARRAGONA,Valls,VALLS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD DOCTOR SARRÓ ROSET
TARRAGONA,Vila-rodona,VILA-RODONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD VILA-RODONA
CÁCERES,Hervás,HERVÁS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HERVÁS
CÁCERES,Hoyos,HOYOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HOYOS
CÁCERES,Jaraíz de la Vera,JARAÍZ DE LA VERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD JARAÍZ DE LA VERA
CÁCERES,Jarandilla de la Vera,JARANDILLA DE LA VERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL JARANDILLA DE LA VERA
CÁCERES,Losar de la Vera,LOSAR DE LA VERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LOSAR DE LA VERA
CÁCERES,Malpartida de Cáceres,MALPARTIDA DE CÁCERES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL MALPARTIDA DE  CÁCERES
CÁCERES,Malpartida de Plasencia,MALPARTIDA DE PLASENCIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL MALPARTIDA DE PLASENCIA
CÁCERES,Miajadas,MIAJADAS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MIAJADAS
CÁCERES,Montehermoso,MONTEHERMOSO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MONTEHERMOSO
CÁCERES,Navalmoral de la Mata,NAVALMORAL DE LA MATA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NAVALMORAL DE LA MATA
CÁCERES,Navezuelas,NAVEZUELAS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL NAVEZUELAS
CÁCERES,Nuñomoral,NUÑOMORAL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO DE SALUD NUÑOMORAL
CÁCERES,Plasencia,PLASENCIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PLASENCIA - SAN MIGUEL
CÁCERES,Plasencia,PLASENCIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PLASENCIA - LUIS DE TORO
CÁCERES,Plasencia,PLASENCIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PLASENCIA - LA DATA
CÁCERES,Santiago de Alcántara,SANTIAGO DE ALCÁNTARA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANTIAGO DE  ALCÁNTARA
CÁCERES,Serradilla,SERRADILLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SERRADILLA
CÁCERES,Talaván,TALAVÁN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TALAVÁN
CÁCERES,Talayuela,TALAYUELA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TALAYUELA
CÁCERES,Torrejoncillo,TORREJONCILLO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TORREJONCILLO
CÁCERES,Valdefuentes,VALDEFUENTES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VALDEFUENTES
CÁCERES,Valencia de Alcántara,VALENCIA DE ALCÁNTARA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VALENCIA DE  ALCÁNTARA
CÁCERES,Villanueva de la Vera,VILLANUEVA DE LA VERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLANUEVA DE  LA VERA
TERUEL,Cella,CELLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CELLA
TERUEL,"Cuervo, El",CUERVO (EL),PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL EL CUERVO
TERUEL,Monreal del Campo,MONREAL DEL CAMPO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MONREAL DEL CAMPO
TERUEL,Mora de Rubielos,MORA DE RUBIELOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MORA DE RUBIELOS
TERUEL,Orihuela del Tremedal,ORIHUELA DEL TREMEDAL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL ORIHUELA DEL TREMEDAL
TERUEL,Utrillas,UTRILLAS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD UTRILLAS
TERUEL,Villel,VILLEL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLEL
TOLEDO,Aldeanueva de San Bartolomé,ALDEANUEVA DE SAN BARTOLOMÉ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALDEANUEVA DE SAN BARTOLOMÉ
TOLEDO,Bargas,BARGAS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PEDRO FUENTE - BARGAS
TOLEDO,Belvís de la Jara,BELVÍS DE LA JARA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BELVÍS DE LA JARA
TOLEDO,Castillo de Bayuela,CASTILLO DE BAYUELA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SIERRA SAN VICENTE
TOLEDO,"Nava de Ricomalillo, La",NAVA DE RICOMALILLO (LA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LA NAVA DE RICOMALILLO
TOLEDO,Navahermosa,NAVAHERMOSA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NAVAHERMOSA
TOLEDO,"Navalmorales, Los",NAVALMORALES (LOS),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LOS NAVALMORALES
TOLEDO,Ocaña,OCAÑA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD OCAÑA
TOLEDO,Quintanar de la Orden,QUINTANAR DE LA ORDEN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD QUINTANAR DE LA ORDEN
TOLEDO,Santa Cruz de la Zarza,SANTA CRUZ DE LA ZARZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANTA CRUZ ZARZA
TOLEDO,Seseña,SESEÑA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SESEÑA
MURCIA,Campos del Río,CAMPOS DEL RÍO,PUNTO DE ESPECIAL AISLAMIENTO (PEA),CONSULTORIO LOCAL CAMPOS DEL RÍO
MURCIA,Caravaca de la Cruz,CARAVACA DE LA CRUZ,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CARAVACA DE LA CRUZ
GUADALAJARA,Mondéjar,MONDÉJAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MONDÉJAR
GUADALAJARA,Pastrana,PASTRANA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PASTRANA
GUADALAJARA,Sacedón,SACEDÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SACEDÓN
GUADALAJARA,Sigüenza,SIGÜENZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SIGÜENZA
GUADALAJARA,Tamajón,TAMAJÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL TAMAJÓN
GUADALAJARA,Villanueva de Alcorón,VILLANUEVA DE ALCORÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLANUEVA DE ALCORÓN
GUADALAJARA,Yunquera de Henares,YUNQUERA DE HENARES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD YUNQUERA DE HENARES
GUIPÚZCOA,Eibar,EIBAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD EIBAR
GUIPÚZCOA,Errenteria,RENTERÍA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD IZTIETA
GUIPÚZCOA,Donostia/San Sebastián,DONOSTIA-SAN SEBASTIÁN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ONDARRETA
GUIPÚZCOA,Donostia/San Sebastián,DONOSTIA-SAN SEBASTIÁN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GROS
GUIPÚZCOA,Donostia/San Sebastián,DONOSTIA-SAN SEBASTIÁN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALTZA
GUIPÚZCOA,Donostia/San Sebastián,DONOSTIA-SAN SEBASTIÁN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD AMARA BERRI DONOSTIA
GUIPÚZCOA,Donostia/San Sebastián,DONOSTIA-SAN SEBASTIÁN,PUNTO DE ATENCIÓN CONTINUADA (PAC),PAC DONOSTIA
GUIPÚZCOA,Lasarte-Oria,LASARTE-ORIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LASARTE
HUELVA,Aljaraque,ALJARAQUE,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD ALJARAQUE
HUELVA,Almonte,MATALASCAÑAS,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL MATALASCAÑAS 
HUELVA,Almonte,EL ROCIO,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL EL ROCIO
HUELVA,Almonte,ALMONTE,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD ALMONTE
HUELVA,Alosno,THARSIS,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL THARSIS
HUELVA,Aracena,ARACENA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD ARACENA
HUELVA,Bollullos Par del Condado,BOLLULLOS PAR DEL CONDADO,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD BOLLULLOS PAR DEL CONDADO
HUELVA,Calañas,CALAÑAS,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD CALAÑAS
HUELVA,Cartaya,ROMPIDO (EL),UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL EL ROMPIDO (VERANO)
HUELVA,Cartaya,CARTAYA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD CARTAYA
HUELVA,Cortegana,CORTEGANA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD CORTEGANA
HUELVA,Encinasola,ENCINASOLA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL ENCINASOLA
HUELVA,Gibraleón,GIBRALEÓN,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD GIBRALEÓN
HUELVA,Jabugo,JABUGO,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL JABUGO
HUELVA,Lepe,LEPE,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD LEPE
HUELVA,Lepe,LA ANTILLA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL LA ANTILLA (VERANO)
HUELVA,Moguer,MOGUER,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD MOGUER
HUELVA,Moguer,MAZAGÓN ,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL MAZAGÓN 
HUELVA,Paterna del Campo,PATERNA DEL CAMPO,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL PATERNA DEL CAMPO
HUELVA,Puebla de Guzmán,PUEBLA DE GUZMÁN,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD PUEBLA DE GUZMÁN
HUELVA,Rosal de la Frontera,ROSAL DE LA FRONTERA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL ROSAL DE LA FRONTERA
HUELVA,San Bartolomé de la Torre,SAN BARTOLOMÉ DE LA TORRE,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL SAN BARTOLOMÉ DE LA TORRE 
HUELVA,San Juan del Puerto,SAN JUAN DEL PUERTO,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD SAN JUAN DEL PUERTO
HUELVA,Santa Olalla del Cala,SANTA OLALLA DEL CALA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD SANTA OLALLA DEL CALA
HUELVA,Zalamea la Real,ZALAMEA LA REAL,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL ZALAMEA LA REAL
HUESCA,Abiego,ABIEGO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ABIEGO
HUESCA,Arén,ARÉN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL ARÉN
HUESCA,Barbastro,BARBASTRO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BARBASTRO
HUESCA,Benabarre,BENABARRE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BENABARRE
HUESCA,Benasque,BENASQUE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL BENASQUE
HUESCA,Berbegal,BERBEGAL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BERBEGAL
HUESCA,Biescas,BIESCAS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BIESCAS
HUESCA,Binéfar,BINÉFAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BINÉFAR
HUESCA,Broto,BROTO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BROTO
HUESCA,Canal de Berdún,BERDÚN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BERDÚN
HUESCA,Canfranc,CANFRANC,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL CANFRANC ESTACIÓN
HUESCA,Castejón de Sos,CASTEJÓN DE SOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CASTEJÓN DE SOS
HUESCA,Grañén,GRAÑÉN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GRAÑÉN
HUESCA,Graus,GRAUS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GRAUS
HUESCA,Huesca,HUESCA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HUESCA PIRINEOS
HUESCA,Jaca,JACA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD JACA
HUESCA,Monzón,MONZÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANTA BÁRBARA
TOLEDO,Sonseca,SONSECA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SONSECA
TOLEDO,Toledo,TOLEDO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TOLEDO5 - BUENAVISTA
TOLEDO,Toledo,TOLEDO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANTA MARÍA BENQUERENCIA
HUESCA,Sallent de Gállego,ESCARRILLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL ESCARRILLA
HUESCA,Tamarite de Litera,TAMARITE DE LITERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TAMARITE DE LITERA
JAÉN,Alcalá la Real,ALCALÁ LA REAL,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD ALCALÁ LA REAL
JAÉN,Alcaudete,ALCAUDETE,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD ALCAUDETE
JAÉN,Arjona,ARJONA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD ARJONA
JAÉN,Bailén,BAILÉN,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD BAILÉN
JAÉN,Beas de Segura,BEAS DE SEGURA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD BEAS DE SEGURA - VIRGEN DE LA PAZ
JAÉN,Cabra del Santo Cristo,CABRA DEL SANTO CRISTO,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL CABRA DEL SANTO CRISTO
JAÉN,Campillo de Arenas,CAMPILLO DE ARENAS,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL CAMPILLO DE ARENAS
JAÉN,Castillo de Locubín,CASTILLO DE LOCUBÍN,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL CASTILLO DE LOCUBÍN
JAÉN,Huesa,HUESA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL HUESA
JAÉN,Jaén,JAÉN,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD VIRGEN DE LA CAPILLA
JAÉN,Jimena,JIMENA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL JIMENA
JAÉN,Linares,LINARES,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD LINARES A - "VIRGEN DE LINAREJOS"
JAÉN,Lopera,LOPERA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL LOPERA
JAÉN,Mancha Real,MANCHA REAL,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD MANCHA REAL
JAÉN,Mengíbar,MENGÍBAR,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD MENGÍBAR
JAÉN,Montizón,VENTA DE LOS SANTOS,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL VENTA DE LOS SANTOS
JAÉN,Orcera,ORCERA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD ORCERA
JAÉN,Porcuna,PORCUNA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD PORCUNA
JAÉN,Pozo Alcón,POZO ALCÓN,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD POZO ALCÓN
JAÉN,Santisteban del Puerto,SANTISTEBAN DEL PUERTO,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD SANTISTEBAN DEL PUERTO
JAÉN,Torre del Campo,TORRE DEL CAMPO,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD TORRE DEL CAMPO
JAÉN,Torredonjimeno,TORREDONJIMENO,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD TORREDONJIMENO
JAÉN,Úbeda,ÚBEDA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD ÚBEDA
